作业流水号,号牌号码,车架号,保险单开始时间,保险单结束时间,号牌种类,检测站
2018071001861,晋A3264N,LGWCA2175FB000484,2018/6/26 0:00,2019/6/25 0:00,小型汽车,广州市天河安利汽车检测中心
2018071001862,吉C29302,LFWSRXSJ6H1F21959,2018/5/4 0:00,2019/5/3 0:00,大型汽车,广州市冠新机动车安全检测有限公司
2018071001863,粤A1PY97,LGDCH91G6FH110146,2018/7/5 0:00,2019/7/4 0:00,小型汽车,广州市升平机动车检测有限公司
2018071001864,粤BDQ66,LA9322CZ5CAHSD144,2018/1/1 0:00,2018/12/31 0:00,挂车,广州市顺通机动车检测有限公司
2018071001865,粤AJ2137,LL3BGCDG7BA001830,2018/7/6 0:00,2019/7/5 0:00,大型汽车,广州穗安环保科技发展有限公司
2018071001866,粤A7L5Q8,LEFYECG27EHN39612,2018/7/7 0:00,2019/7/6 0:00,小型汽车,广州市诚安汽车科技有限公司
2018071001867,粤A1G1P3,LFMAPE2C3A0196972,2018/7/21 0:00,2019/7/20 0:00,小型汽车,广州市番禺区石基机动车检测站
2018071001868,粤R17C95,LSGJU52P57H114575,2017/9/8 0:00,2018/9/7 0:00,小型汽车,广州市升平机动车检测有限公司
2018071001869,粤AH9888,LSGGA53Y9BH189606,2018/6/20 0:00,2019/6/19 0:00,小型汽车,广州市桥北机动车辆检测有限公司
2018071001870,粤A5MC67,LSCABN3E2FE905859,2017/7/31 0:00,2018/7/30 0:00,小型汽车,广东粤港机动车检测有限公司
2018071001871,粤AR3L84,LNBBEMDC33H105839,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市途进汽车检测有限公司
2018071001872,粤AE54H1,LFMBEC4D5B0047971,2017/7/20 0:00,2018/7/19 0:00,小型汽车,广州芳村机动车检测服务有限公司
2018071001873,粤AKC192,LALPCJ7C293045564,2018/7/10 0:00,2019/7/9 0:00,普通摩托车,广州市增城区摩托车检测站
2018071001874,粤AAJ326,LJSKA3ALXGD003630,2018/6/30 0:00,2019/6/29 0:00,大型汽车,增城市新塘机动车检测站
2018071001875,粤AUL195,LGBF1CE095R120487,2017/7/15 0:00,2018/7/14 0:00,小型汽车,广州隆新汽车检测服务有限公司
2018071001876,粤AXZ072,LVGBH40K28G069671,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州市番禺区番安机动车检测站
2018071001877,粤AQ920G,LSGGF53W8BH178919,2018/6/29 0:00,2019/6/28 0:00,小型汽车,广州市天河安利汽车检测中心
2018071001878,粤AA00U8,LDC913W2350193925,2017/12/7 0:00,2018/12/6 0:00,小型汽车,广州市交海汽车检测有限公司
2018071001879,粤ABM709,LVBV4JBB6HE034556,2017/8/3 0:00,2018/8/2 0:00,大型汽车,广州市黄埔姬堂机动车检测站
2018071001880,粤A2E7F6,LJ11KBBC4H6011332,2018/7/1 0:00,2019/6/30 0:00,小型汽车,广州市广骏信源汽车检测服务有限公司
2018071001881,粤AZ4946,LE8PCJL26D1010047,2018/5/10 0:00,2019/5/9 0:00,普通摩托车,广州市集威汽车检测有限公司
2018071001882,粤A4GM78,LBEPCCAK74X039167,2018/7/5 0:00,2019/7/4 0:00,小型汽车,广州市必高飘峰汽车检测站
2018071001883,粤AD77R6,LHGCM566752021245,2018/7/5 0:00,2019/7/4 0:00,小型汽车,广州市广骏信源汽车检测服务有限公司
2018071001884,粤A724K7,LVSFCAME08F276784,2017/11/20 0:00,2018/11/19 0:00,小型汽车,广州市升平机动车检测有限公司
2018071001885,粤AQ582J,LFV2A21K9C4086612,2017/8/26 0:00,2018/8/25 0:00,小型汽车,广州市天河安利汽车检测中心
2018071001886,粤A2B5D2,LEFYECG238HN19085,2017/8/8 0:00,2018/8/7 0:00,小型汽车,增城市新塘机动车检测站
2018071001887,粤A3884S,JF1BR96D3BG065812,2017/8/1 0:00,2018/7/31 0:00,小型汽车,广州市交海汽车检测有限公司
2018071001888,粤A362P0,LBEJMBKB78X103998,2017/10/14 0:00,2018/10/13 0:00,小型汽车,广州市翔龙机动车检测有限公司
2018071001889,粤AWX563,KMHSH81D57U198493,2018/6/16 0:00,2019/6/15 0:00,小型汽车,广州市桥北机动车辆检测有限公司
2018071001890,粤AE501M,LVSHCFMB8CE017874,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广东广物汽贸机动车检测服务有限公司
2018071001891,粤AYA473,LFV3A21K683007107,2017/8/19 0:00,2018/8/18 0:00,小型汽车,广州市集威汽车检测有限公司
2018071001892,粤AH20V3,LHGRB3867C8018616,2017/12/14 0:00,2018/12/13 0:00,小型汽车,广州市泽贤汽车检测有限公司
2018071001893,粤AR501J,LSGGF53W3CH126020,2017/7/31 0:00,2018/7/30 0:00,小型汽车,广州市天河安利汽车检测中心
2018071001894,粤A3Y816,LHGCM668332002440,2017/7/29 0:00,2018/7/28 0:00,小型汽车,广州市安行机动车检测服务有限公司
2018071001895,粤A138JQ,LHGGM2555A2051461,2018/7/15 0:00,2019/7/14 0:00,小型汽车,广州市安骏机动车检测服务有限公司
2018071001896,粤AD0E14,LWLNKRHV4BL056126,2018/6/30 0:00,2019/6/29 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071001897,粤AJ702S,LHGGM2653B2077959,2017/9/1 0:00,2018/8/31 0:00,小型汽车,广州市安运机动车检测站有限公司
2018071001898,粤AE411,LFV2A11G193078802,2017/7/27 0:00,2018/7/26 0:00,教练汽车,广州科韵汽车检测有限公司
2018071001899,粤AD2F98,LSY8AAAA5BK041728,2018/6/29 0:00,2019/6/28 0:00,小型汽车,广州市安华机动车检测有限公司
2018071001900,粤AAS689,LZYTGTB25G1068621,2018/1/14 0:00,2019/1/13 0:00,大型汽车,广东粤旅汽车检测有限公司检测站
2018071001901,粤A7632T,LFP53ACC345D10843,2017/12/27 0:00,2018/12/26 0:00,小型汽车,增城市新塘机动车检测站
2018071001902,粤A910VL,LBEYFAKDXBY014013,2018/7/6 0:00,2019/7/5 0:00,小型汽车,广州芳村机动车检测服务有限公司
2018071001903,粤AV6Z70,LVZMN25B5DA550808,2017/7/23 0:00,2018/7/22 0:00,小型汽车,广东粤港机动车检测有限公司
2018071001904,粤A1623P,LGBF1DE009R165636,2017/7/30 0:00,2018/7/29 0:00,小型汽车,广州市番禺区番安机动车检测站
2018071001905,粤H17N32,LCN64EE48G0029859,2017/8/27 0:00,2018/8/26 0:00,小型汽车,广州市集威汽车检测有限公司
2018071001906,粤A206JN,LGXC16DF4A0056894,2017/7/24 0:00,2018/7/23 0:00,小型汽车,广州市诚安汽车科技有限公司
2018071001907,粤AD4G89,LZWDAAGA5A2152491,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市冠新机动车安全检测有限公司
2018071001908,粤AF91G1,LVTDB11B5GB030254,2017/9/23 0:00,2018/9/22 0:00,小型汽车,广东粤旅汽车检测有限公司检测站
2018071001909,粤L32Q42,LVZA43F9XGA529996,2017/8/18 0:00,2018/8/17 0:00,小型汽车,广州市顺通机动车检测有限公司
2018071001910,粤AC9S60,LS5A3ABD3BB061395,2017/7/28 0:00,2018/7/27 0:00,小型汽车,广州市番鸿汽车检测有限公司
2018071001911,粤AD680T,WBAPG5103AA844922,2017/9/21 0:00,2018/9/20 0:00,小型汽车,广州市天河安利汽车检测中心
2018071001912,粤AC0D95,LSVAH218XB2320962,2017/8/1 0:00,2018/7/31 0:00,小型汽车,广州市润通汽车检测服务有限公司
2018071001913,粤AJY025939,LVBV3JBB0JY025939,2018/7/9 0:00,2019/7/8 0:00,小型汽车,广州市安骏机动车检测服务有限公司
2018071001914,粤A423JW,LWLNKR8V3AL049764,2018/2/1 0:00,2019/1/31 0:00,小型汽车,广州番骏机动车检测有限公司
2018071001915,粤BN95Y1,LGB2AAE37EZ100073,2018/6/28 0:00,2019/6/27 0:00,小型汽车,广州市园林水荫机动车检测站
2018071001916,粤AE74H7,LVHRR8880G5012970,2018/7/21 0:00,2019/7/20 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071001917,粤AW567L,LVHRE285X95009818,2017/7/23 0:00,2018/7/22 0:00,小型汽车,广州骏朋汽车检测服务有限公司
2018071001918,粤A844YP,LJ11KBBC2B1020387,2017/7/20 0:00,2018/7/19 0:00,小型汽车,广州市广骏信源汽车检测服务有限公司
2018071001919,粤AQU583,LHGGD384X52033116,2017/8/21 0:00,2018/8/20 0:00,小型汽车,增城市安迅机动车检测有限公司
2018071001920,粤A1TK39,LGBH12E00GY442799,2018/7/8 0:00,2019/7/7 0:00,小型汽车,广州市顺锦汽车检测服务有限公司
2018071001921,粤OA2835,LGWFF3A547B001744,,,小型汽车,广州穗安环保科技发展有限公司
2018071001922,粤AJ3207156,LJ13R4DJ0J3207156,2018/7/10 0:00,2019/7/9 0:00,大型汽车,广州市桥北机动车辆检测有限公司
2018071001923,粤F3J516,LDAPAJ0B3CG755534,2018/7/10 0:00,2019/7/9 0:00,普通摩托车,广州从化小海摩托车检测站有限公司
2018071001924,粤ACK303,LVZA43F99GA529990,2017/7/19 0:00,2018/7/18 0:00,小型汽车,广州市番通汽车检测有限公司
2018071001925,粤A1700,LG12GB2F550700716,2018/3/25 0:00,2019/3/24 0:00,警用汽车,广州市必高飘峰汽车检测站
2018071001926,粤BU0498,LJ11KDBC5D1050725,,,大型汽车,广州市南英机动车辆检测有限公司
2018071001927,粤A819VZ,LHGCP2684A2004811,2017/7/28 0:00,2018/7/27 0:00,小型汽车,广州市集威汽车检测有限公司
2018071001928,粤S1656P,LJNMFE2G3BN056831,2017/7/19 0:00,2018/7/18 0:00,小型汽车,广州隆新汽车检测服务有限公司
2018071001929,粤HV8197,LJDGAA222A0091269,2017/7/13 0:00,2018/7/12 0:00,小型汽车,广州从化河东南汽车检测站有限公司
2018071001930,粤BC995X,LGB2AAA3XEZ074459,2018/6/25 0:00,2019/6/24 0:00,小型汽车,广州市大康机动车检测有限公司
2018071001931,湘D00007,LVGBH42KXBG486072,2017/9/23 0:00,2018/9/22 0:00,小型汽车,广州市白云区粤翔机动车检测站
2018071001932,粤A585TH,LSGJA52U8BS186736,2018/7/9 0:00,2019/7/8 0:00,小型汽车,广州市京晟机动车检测有限公司
2018071001933,粤AM288D,LHGGE683992000118,2017/8/7 0:00,2018/8/6 0:00,小型汽车,广州市大康机动车检测有限公司
2018071001934,粤A553MS,LS4AAB3D3BA067654,2017/7/26 0:00,2018/7/25 0:00,小型汽车,广州保兴车辆检测科技有限公司
2018071001935,粤A835R9,LVGBE40K78G250578,2017/7/31 0:00,2018/7/30 0:00,小型汽车,广东广物汽贸机动车检测服务有限公司
2018071001936,粤N92509,LVVDA11A66D119058,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州从速机动车服务有限公司
2018071001937,粤A1QX67,LEFYECG20EHN85900,2017/7/18 0:00,2018/7/17 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071001938,粤A7K791,1120,2017/12/3 0:00,2018/12/2 0:00,小型汽车,广州市黄埔姬堂机动车检测站
2018071001939,粤AN1056,LZYTBTD2XE1023991,,,大型汽车,广州市集威汽车检测有限公司
2018071001940,粤E3K193,LWLTFR7D0BL014136,2017/8/18 0:00,2018/8/17 0:00,小型汽车,广州潮荣汽检发展有限公司
2018071001941,粤AC895L,LBEHDAFB89Y220228,2017/8/27 0:00,2018/8/26 0:00,小型汽车,广州市亚飞豪健机动车检测有限公司
2018071001942,粤AAE791,72750,2018/3/2 0:00,2019/3/1 0:00,小型汽车,广州市冠新机动车安全检测有限公司
2018071001943,粤R03N46,LZWADAGAXGB278803,2017/7/19 0:00,2018/7/18 0:00,小型汽车,广州从速机动车服务有限公司
2018071001944,粤A0BN00,LFV3A24F1B3073781,2017/9/24 0:00,2018/9/23 0:00,小型汽车,广州市安行机动车检测服务有限公司
2018071001945,粤A9N3R7,JTHBG96S595065362,2018/6/7 0:00,2019/6/6 0:00,小型汽车,广州隆新汽车检测服务有限公司
2018071001946,粤A581KJ,LVBV3JBB7AE029682,2018/6/9 0:00,2019/6/8 0:00,小型汽车,广州保兴车辆检测科技有限公司
2018071001947,粤AD29W0,LVZKN2198GC122606,2018/7/6 0:00,2019/7/5 0:00,小型汽车,广州市升平机动车检测有限公司
2018071001948,粤A4J889,WDB2020221F099953,2018/7/9 0:00,2019/7/8 0:00,小型汽车,广州市外运机动车检测有限公司
2018071001949,粤A1QR94,LZWCBAGA7F7090448,2018/6/21 0:00,2019/6/20 0:00,小型汽车,广州市嘉保车辆检测技术有限公司
2018071001950,粤A3702Y,LGBF1DE06BR051842,2017/8/23 0:00,2018/8/22 0:00,小型汽车,广州市集威汽车检测有限公司
2018071001951,粤A971P3,LJ16AA33687015801,2017/7/16 0:00,2018/7/15 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071001952,粤ABY003,JTDBE30K300295690,2017/8/22 0:00,2018/8/21 0:00,小型汽车,广州市番鸿汽车检测有限公司
2018071001953,粤AR8X77,LSVCD6A42CN014783,2017/8/1 0:00,2018/7/31 0:00,小型汽车,广东广物汽贸机动车检测服务有限公司
2018071001954,粤A1QP34,LEFYECG22FHN13436,2018/6/16 0:00,2019/6/15 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071001955,粤AU024N,LZWACAGA3B7104697,2017/7/12 0:00,2018/7/11 0:00,小型汽车,广州市大康机动车检测有限公司
2018071001956,粤A954G3,LJEPCJLA8EA510141,2017/8/24 0:00,2018/8/23 0:00,普通摩托车,广州市增城区摩托车检测站
2018071001957,粤AM3441,LZYTBGDF3D1045825,2017/8/27 0:00,2018/8/26 0:00,大型汽车,广州番骏机动车检测有限公司
2018071001958,粤A350GB,LHGGM2658A2059441,2017/7/18 0:00,2018/7/17 0:00,小型汽车,广州市南英机动车辆检测有限公司
2018071001959,粤AS6770,LFNAFUKP8F1F06419,2018/5/28 0:00,2019/5/27 0:00,大型汽车,广州市诚安汽车科技有限公司
2018071001960,粤A826VX,LGBH1AE08AY125466,2017/8/17 0:00,2018/8/16 0:00,小型汽车,广州市天河安利汽车检测中心
2018071001961,粤AB39N3,LSGUD82C57E021875,2017/8/6 0:00,2018/8/5 0:00,小型汽车,广州市城市客运交通技术咨询服务中心
2018071001962,粤A7FZ00,LHGRC3817F8004088,2017/9/12 0:00,2018/9/11 0:00,小型汽车,广州市润通汽车检测服务有限公司
2018071001963,粤AF21P9,LZWADAGAXGB319785,2017/8/30 0:00,2018/8/29 0:00,小型汽车,广州从速机动车服务有限公司
2018071001964,粤A9BB35,KMHFG41B8CA161459,2017/7/28 0:00,2018/7/27 0:00,小型汽车,广州市园林水荫机动车检测站
2018071001965,粤AY0P30,LSVT91339DN547756,2017/9/10 0:00,2018/9/9 0:00,小型汽车,广州市天河安利汽车检测中心
2018071001966,粤A49Z96,LE8PCJL5271003014,2017/10/28 0:00,2018/10/27 0:00,普通摩托车,广州从化小海摩托车检测站有限公司
2018071001967,粤AKX822,LZWABCJ1751048522,2017/8/4 0:00,2018/8/3 0:00,小型汽车,广东广物汽贸机动车检测服务有限公司
2018071001968,粤A0FH22,LEFYPCG22EHN54772,2017/9/8 0:00,2018/9/7 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071001969,粤BW65D9,LZWACAGA9EA116019,2017/7/22 0:00,2018/7/21 0:00,小型汽车,广州市安运机动车检测站有限公司
2018071001970,粤RLG873,LZWACAGA097112492,2017/7/21 0:00,2018/7/20 0:00,小型汽车,广州从化河东南汽车检测站有限公司
2018071001971,粤AQK619,LTVBR22E640618237,2017/11/25 0:00,2018/11/24 0:00,小型汽车,广州市顺锦汽车检测服务有限公司
2018071001972,粤AD9897,LKLR1KSM29B531031,2017/12/26 0:00,2018/12/25 0:00,大型汽车,广州市巽安汽车检测服务有限公司
2018071001973,粤AJE032626,LZWCDAGA3JE032626,2018/7/12 0:00,2019/7/11 0:00,小型汽车,广州番骏机动车检测有限公司
2018071001974,粤FLT390,LVSFBFAF47F007666,2017/7/20 0:00,2018/7/19 0:00,小型汽车,广州市广骏信源汽车检测服务有限公司
2018071001975,粤AM2438,LGAG4DY35D8057906,2018/7/9 0:00,2019/7/8 0:00,大型汽车,广州市南英机动车辆检测有限公司
2018071001976,粤AC778,LFV2A11G1C4022893,2018/2/24 0:00,2019/2/23 0:00,教练汽车,广州从速机动车服务有限公司
2018071001977,粤A61Q75,LGBJB3E527Y011638,2018/6/14 0:00,2019/6/13 0:00,小型汽车,广州市天河安利汽车检测中心
2018071001978,粤A0D3X0,LZWDAAGA8HE420202,2017/8/15 0:00,2018/8/14 0:00,小型汽车,广州市雄逸机动车检测有限公司
2018071001979,粤AKV288,JTDBE30K653030297,2017/7/12 0:00,2018/7/11 0:00,小型汽车,广州芳村机动车检测服务有限公司
2018071001980,粤G83R65,LDC943X22A0166652,2018/2/2 0:00,2019/2/1 0:00,小型汽车,广州市京晟机动车检测有限公司
2018071001981,粤AX932T,YV1CZ5952B1604350,2017/7/27 0:00,2018/7/26 0:00,小型汽车,广州华工机动车检测技术有限公司
2018071001982,粤A1E5R3,LZWACAGA8C7097800,2018/4/30 0:00,2019/4/29 0:00,小型汽车,广州广保安车辆检测有限公司
2018071001983,粤A985EP,LVGBH40K5AG359179,2018/1/29 0:00,2019/1/28 0:00,小型汽车,广州市安行机动车检测服务有限公司
2018071001984,粤AWS516,LSVDM29F462214699,2017/9/15 0:00,2018/9/14 0:00,小型汽车,广州骏欣机动车检测有限公司
2018071001985,粤A393TT,LBVPS510XBSD43331,2018/6/2 0:00,2019/6/1 0:00,小型汽车,增城市安迅机动车检测有限公司
2018071001986,粤A9FL65,LJNTGUBG8EN100748,2017/8/20 0:00,2018/8/19 0:00,小型汽车,广州市交海汽车检测有限公司
2018071001987,粤A668JN,LGXC36DG8A1101770,2017/9/14 0:00,2018/9/13 0:00,小型汽车,广州市园林水荫机动车检测站
2018071001988,粤AM126S,LSGTB54M29Y065694,2017/7/13 0:00,2018/7/12 0:00,小型汽车,广东广物汽贸机动车检测服务有限公司
2018071001989,浙A458RT,LSGGA53Y8CH221303,2017/8/28 0:00,2018/8/27 0:00,小型汽车,广州芳村机动车检测服务有限公司
2018071001990,粤AH519N,LS5A3ADE4AB058767,2017/7/21 0:00,2018/7/20 0:00,小型汽车,广州市番禺区石基机动车检测站
2018071001991,粤AJE311473,LZWDAAGA1JE311473,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州番骏机动车检测有限公司
2018071001992,粤PD0352,LTVBA433330025935,2018/1/1 0:00,2018/12/31 0:00,小型汽车,广州嘉德机动车检测服务有限公司
2018071001993,粤A8WM32,SALFA2BG1CH299204,2018/1/27 0:00,2019/1/26 0:00,小型汽车,广州市交海汽车检测有限公司
2018071001994,粤R69W21,LSYYBADC27K026217,2017/9/7 0:00,2018/9/6 0:00,小型汽车,广州从速机动车服务有限公司
2018071001995,粤A698WM,LBEHDAEB4AY372934,2017/7/24 0:00,2018/7/23 0:00,小型汽车,广州市黄埔姬堂机动车检测站
2018071001996,粤A0393D,LVSHBFAF99F068121,2018/7/10 0:00,2019/7/9 0:00,小型汽车,广州市检安机动车检测有限公司
2018071001997,粤AJ1040153,L1ABFA534J1040153,2018/7/10 0:00,2019/7/9 0:00,挂车,广州市桥北机动车辆检测有限公司
2018071001998,粤A5H6N1,LVBV3JBB7GJ009612,2018/6/19 0:00,2019/6/18 0:00,小型汽车,广州骏朋汽车检测服务有限公司
2018071001999,粤AY8J47,LJDCAA23XB0046878,2017/8/30 0:00,2018/8/29 0:00,小型汽车,广州交通集团汽车检测服务有限公司
2018071002000,粤AAH162,LGAX4C351G8020956,,,大型汽车,广州市顺通机动车检测有限公司
2018071002001,粤AG4550,LKLR1KSL3AB543538,2017/9/29 0:00,2018/9/28 0:00,大型汽车,广州市翔龙机动车检测有限公司
2018071002002,粤A209C5,LJNMEW1G46N004012,2017/8/15 0:00,2018/8/14 0:00,小型汽车,广州市翔龙机动车检测有限公司
2018071002003,粤AJ3207150,LJ13R4DJXJ3207150,2018/7/10 0:00,2019/7/9 0:00,大型汽车,广州市桥北机动车辆检测有限公司
2018071002004,粤AFR637,LHGCM462042006298,2018/7/6 0:00,2019/7/5 0:00,小型汽车,广州市检安机动车检测有限公司
2018071002005,桂DRT158,LFV2A2159A3027475,2018/5/23 0:00,2019/5/22 0:00,小型汽车,广州市安华机动车检测有限公司
2018071002006,粤A5B2V1,LSCABN3R6FE038355,2018/5/3 0:00,2019/5/2 0:00,小型汽车,广东粤港机动车检测有限公司
2018071002007,粤AAD055,LZYTBTD23F1078283,2018/2/9 0:00,2019/2/8 0:00,大型汽车,广东粤港机动车检测有限公司
2018071002008,粤A601J7,LJXYACH217T121041,2018/1/22 0:00,2019/1/21 0:00,小型汽车,广州市安华机动车检测有限公司
2018071002009,粤A0D088,LSVACFB07XB089590,2018/5/21 0:00,2019/5/20 0:00,小型汽车,广州大昌行喜龙机动车检测有限公司
2018071002010,粤MTJ952,LBEPCCAK15X180172,2017/7/18 0:00,2018/7/17 0:00,小型汽车,广州穗安环保科技发展有限公司
2018071002011,粤A91157,LFZBGCDH7AAS01662,2017/9/20 0:00,2018/9/19 0:00,大型汽车,广州市安骏机动车检测服务有限公司
2018071002012,闽A612E7,LDNM43GZ8B0365365,2018/6/22 0:00,2019/6/21 0:00,小型汽车,广州市顺锦汽车检测服务有限公司
2018071002013,鄂L1Q937,LFMAP22C1B0279624,2017/12/31 0:00,2018/12/30 0:00,小型汽车,增城市安迅机动车检测有限公司
2018071002014,粤AP1271,LA81K1PC7EA100910,2017/9/20 0:00,2018/9/19 0:00,大型汽车,广东粤港机动车检测有限公司
2018071002015,粤A91520,LZYTEGC67B1049835,2018/1/16 0:00,2019/1/15 0:00,大型汽车,广州八镒汽车科技有限公司
